table_id,title,row,category,method,comp,column,status,reason,expected_artifact
1.1.1,1.1.1 AP@0.5,8,不同时延 + SyncNet 补偿,V2VNet + SyncNet,0,Comm3,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,8,不同时延 + SyncNet 补偿,V2VNet + SyncNet,0,Comm4,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,8,不同时延 + SyncNet 补偿,V2VNet + SyncNet,0,Comm5,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,AVG,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm0,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm1,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm2,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm3,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm4,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm5,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,AVG,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm0,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm1,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm2,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm3,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm4,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.1,1.1.1 AP@0.5,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm5,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,1,无延时,V2VNet,0,AVG,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.1.2,1.1.2 AP@0.7,1,无延时,V2VNet,0,Comm1,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.1.2,1.1.2 AP@0.7,1,无延时,V2VNet,0,Comm2,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.1.2,1.1.2 AP@0.7,1,无延时,V2VNet,0,Comm3,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.1.2,1.1.2 AP@0.7,1,无延时,V2VNet,0,Comm4,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.1.2,1.1.2 AP@0.7,1,无延时,V2VNet,0,Comm5,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.1.2,1.1.2 AP@0.7,8,不同时延 + SyncNet 补偿,V2VNet + SyncNet,0,AVG,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,8,不同时延 + SyncNet 补偿,V2VNet + SyncNet,0,Comm0,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,8,不同时延 + SyncNet 补偿,V2VNet + SyncNet,0,Comm1,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,8,不同时延 + SyncNet 补偿,V2VNet + SyncNet,0,Comm2,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,8,不同时延 + SyncNet 补偿,V2VNet + SyncNet,0,Comm3,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,8,不同时延 + SyncNet 补偿,V2VNet + SyncNet,0,Comm4,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,8,不同时延 + SyncNet 补偿,V2VNet + SyncNet,0,Comm5,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,AVG,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm0,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm1,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm2,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm3,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm4,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,9,不同时延 + SyncNet 补偿,V2VNet + SyncNet,2,Comm5,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,AVG,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm0,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm1,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm2,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm3,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm4,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.1.2,1.1.2 AP@0.7,10,不同时延 + SyncNet 补偿,V2VNet + SyncNet,4,Comm5,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_v2vnet_syncnet_ap.csv
1.2.1,1.2.1 AP@0.5,1,无延时,DATA,0,AVG,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.2.1,1.2.1 AP@0.5,1,无延时,DATA,0,Comm1,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.2.1,1.2.1 AP@0.5,1,无延时,DATA,0,Comm2,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.2.1,1.2.1 AP@0.5,1,无延时,DATA,0,Comm3,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.2.1,1.2.1 AP@0.5,1,无延时,DATA,0,Comm4,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.2.1,1.2.1 AP@0.5,1,无延时,DATA,0,Comm5,structural_blank,无延时行只有 Comm0 有实验含义，其他通信时延列不适用。,
1.2.1,1.2.1 AP@0.5,5,不同时延 + 我们方法补偿,DATA + Ours,0,AVG,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,5,不同时延 + 我们方法补偿,DATA + Ours,0,Comm0,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,5,不同时延 + 我们方法补偿,DATA + Ours,0,Comm1,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,5,不同时延 + 我们方法补偿,DATA + Ours,0,Comm2,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,5,不同时延 + 我们方法补偿,DATA + Ours,0,Comm3,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,5,不同时延 + 我们方法补偿,DATA + Ours,0,Comm4,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,5,不同时延 + 我们方法补偿,DATA + Ours,0,Comm5,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,6,不同时延 + 我们方法补偿,DATA + Ours,2,AVG,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,6,不同时延 + 我们方法补偿,DATA + Ours,2,Comm0,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,6,不同时延 + 我们方法补偿,DATA + Ours,2,Comm1,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,6,不同时延 + 我们方法补偿,DATA + Ours,2,Comm2,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,6,不同时延 + 我们方法补偿,DATA + Ours,2,Comm3,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,6,不同时延 + 我们方法补偿,DATA + Ours,2,Comm4,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,6,不同时延 + 我们方法补偿,DATA + Ours,2,Comm5,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,7,不同时延 + 我们方法补偿,DATA + Ours,4,AVG,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,7,不同时延 + 我们方法补偿,DATA + Ours,4,Comm0,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,7,不同时延 + 我们方法补偿,DATA + Ours,4,Comm1,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,7,不同时延 + 我们方法补偿,DATA + Ours,4,Comm2,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,7,不同时延 + 我们方法补偿,DATA + Ours,4,Comm3,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,7,不同时延 + 我们方法补偿,DATA + Ours,4,Comm4,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,7,不同时延 + 我们方法补偿,DATA + Ours,4,Comm5,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,8,不同时延 + SyncNet 补偿,DATA + SyncNet,0,AVG,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,8,不同时延 + SyncNet 补偿,DATA + SyncNet,0,Comm0,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,8,不同时延 + SyncNet 补偿,DATA + SyncNet,0,Comm1,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,8,不同时延 + SyncNet 补偿,DATA + SyncNet,0,Comm2,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,8,不同时延 + SyncNet 补偿,DATA + SyncNet,0,Comm3,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,8,不同时延 + SyncNet 补偿,DATA + SyncNet,0,Comm4,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,8,不同时延 + SyncNet 补偿,DATA + SyncNet,0,Comm5,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,9,不同时延 + SyncNet 补偿,DATA + SyncNet,2,AVG,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,9,不同时延 + SyncNet 补偿,DATA + SyncNet,2,Comm0,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,9,不同时延 + SyncNet 补偿,DATA + SyncNet,2,Comm1,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,9,不同时延 + SyncNet 补偿,DATA + SyncNet,2,Comm2,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,9,不同时延 + SyncNet 补偿,DATA + SyncNet,2,Comm3,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,9,不同时延 + SyncNet 补偿,DATA + SyncNet,2,Comm4,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,9,不同时延 + SyncNet 补偿,DATA + SyncNet,2,Comm5,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,10,不同时延 + SyncNet 补偿,DATA + SyncNet,4,AVG,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
1.2.1,1.2.1 AP@0.5,10,不同时延 + SyncNet 补偿,DATA + SyncNet,4,Comm0,waiting_interface,脚本接口已实现；需要在 task_interfaces.json 中启用命令，或生成对应 artifact CSV。,/raid/xuyifan/v2x_code_ckpt/results/260615_fill/artifacts/v2xsim_data_compensation_ap.csv
